Results Table 1
;"1"
End date;"maandag 12 april 2021 10:19:25"
Maximum Force;(kN);"15.77"
Displacement at Maximum Force;(mm);"3.08"

Time;Force;Displacement
(s);(kN);(mm)
"718.2330";"4.8552";"12.3843"
"718.3330";"4.8560";"12.3861"
"718.4330";"4.8549";"12.3877"
"718.5330";"4.8537";"12.3893"
"718.6330";"4.8545";"12.3911"
"718.7330";"4.8534";"12.3927"
"718.8330";"4.8529";"12.3943"
"718.9330";"4.8530";"12.3961"
"719.0330";"4.8516";"12.3977"
"719.1330";"4.8518";"12.3994"
"719.2330";"4.8517";"12.4010"
"719.3330";"4.8505";"12.4026"
"719.4330";"4.8508";"12.4044"
"719.5330";"4.8509";"12.4060"
"719.6330";"4.8503";"12.4077"
"719.7330";"4.8505";"12.4094"
"719.8330";"4.8499";"12.4110"
"719.9330";"4.8497";"12.4127"
"720.0330";"4.8500";"12.4144"
"720.1330";"4.8496";"12.4160"
"720.2330";"4.8495";"12.4177"
"720.3330";"4.8489";"12.4194"
"720.4330";"4.8492";"12.4210"
"720.5330";"4.8492";"12.4227"
"720.6330";"4.8492";"12.4243"
"720.7330";"4.8495";"12.4261"
"720.8330";"4.8492";"12.4277"
"720.9330";"4.8492";"12.4293"
"721.0330";"4.8490";"12.4311"
"721.1330";"4.8485";"12.4327"
"721.2330";"4.8485";"12.4344"
"721.3330";"4.8483";"12.4361"
"721.4330";"4.8479";"12.4377"
"721.5330";"4.8487";"12.4394"
"721.6330";"4.8489";"12.4410"
"721.7330";"4.8486";"12.4427"
"721.8330";"4.8493";"12.4444"
"721.9330";"4.8488";"12.4460"
"722.0330";"4.8490";"12.4477"
"722.1330";"4.8495";"12.4494"
"722.2330";"4.8494";"12.4510"
"722.3330";"4.8497";"12.4527"
"722.4330";"4.8495";"12.4543"
"722.5330";"4.8496";"12.4560"
"722.6330";"4.8499";"12.4577"
"722.7330";"4.8498";"12.4593"
"722.8330";"4.8503";"12.4610"
"722.9330";"4.8503";"12.4627"
"723.0330";"4.8503";"12.4643"
"723.1330";"4.8506";"12.4661"
"723.2330";"4.8506";"12.4677"
"723.3330";"4.8503";"12.4694"
"723.4330";"4.8511";"12.4711"
"723.5330";"4.8507";"12.4727"
"723.6330";"4.8511";"12.4744"
"723.7330";"4.8513";"12.4761"
"723.8330";"4.8504";"12.4777"
"723.9330";"4.8508";"12.4794"
"724.0330";"4.8502";"12.4810"
"724.1330";"4.8498";"12.4827"
"724.2330";"4.8505";"12.4844"
"724.3330";"4.8500";"12.4860"
"724.4330";"4.8500";"12.4877"
"724.5330";"4.8505";"12.4894"
"724.6330";"4.8500";"12.4910"
"724.7330";"4.8507";"12.4927"
"724.8330";"4.8507";"12.4944"
"724.9330";"4.8514";"12.4960"
"725.0330";"4.8516";"12.4977"
"725.1330";"4.8515";"12.4993"
"725.2330";"4.8522";"12.5010"
"725.3330";"4.8530";"12.5027"
"725.4330";"4.8531";"12.5043"
"725.5330";"4.8542";"12.5061"
"725.6330";"4.8540";"12.5077"
"725.7330";"4.8544";"12.5093"
"725.8330";"4.8551";"12.5111"
"725.9330";"4.8548";"12.5126"
"726.0330";"4.8556";"12.5144"
"726.1330";"4.8560";"12.5160"
"726.2330";"4.8556";"12.5176"
"726.3330";"4.8566";"12.5194"
"726.4330";"4.8561";"12.5210"
"726.5330";"4.8563";"12.5227"
"726.6330";"4.8572";"12.5244"
"726.7330";"4.8566";"12.5260"
"726.8330";"4.8573";"12.5277"
"726.9330";"4.8576";"12.5294"
"727.0330";"4.8570";"12.5310"
"727.1330";"4.8576";"12.5327"
"727.2330";"4.8581";"12.5343"
"727.3330";"4.8584";"12.5360"
"727.4330";"4.8587";"12.5377"
"727.5330";"4.8587";"12.5393"
"727.6330";"4.8602";"12.5411"
"727.7330";"4.8601";"12.5427"
"727.8330";"4.8605";"12.5443"
"727.9330";"4.8612";"12.5461"
"728.0330";"4.8612";"12.5477"
"728.1330";"4.8617";"12.5494"
"728.2330";"4.8621";"12.5511"
"728.3330";"4.8617";"12.5527"
"728.4330";"4.8633";"12.5544"
"728.5330";"4.8635";"12.5560"
"728.6330";"4.8635";"12.5576"
"728.7330";"4.8646";"12.5594"
"728.8330";"4.8645";"12.5610"
"728.9330";"4.8643";"12.5626"
"729.0330";"4.8653";"12.5644"
"729.1330";"4.8658";"12.5660"
"729.2330";"4.8654";"12.5677"
"729.3330";"4.8658";"12.5694"
"729.4330";"4.8663";"12.5710"
"729.5330";"4.8667";"12.5727"
"729.6330";"4.8665";"12.5744"
"729.7330";"4.8669";"12.5760"
"729.8330";"4.8672";"12.5777"
"729.9330";"4.8666";"12.5794"
"730.0330";"4.8679";"12.5811"
"730.1330";"4.8674";"12.5827"
"730.2330";"4.8668";"12.5843"
"730.3330";"4.8679";"12.5861"
"730.4330";"4.8665";"12.5876"
"730.5330";"4.8671";"12.5894"
"730.6330";"4.8677";"12.5910"
"730.7330";"4.8668";"12.5926"
"730.8330";"4.8674";"12.5944"
"730.9330";"4.8673";"12.5960"
"731.0330";"4.8659";"12.5977"
"731.1330";"4.8669";"12.5994"
"731.2330";"4.8659";"12.6010"
"731.3330";"4.8656";"12.6027"
"731.4330";"4.8659";"12.6044"
"731.5330";"4.8651";"12.6060"
"731.6330";"4.8651";"12.6077"
"731.7330";"4.8655";"12.6094"
"731.8330";"4.8651";"12.6110"
"731.9330";"4.8659";"12.6127"
"732.0330";"4.8655";"12.6143"
"732.1330";"4.8665";"12.6160"
"732.2330";"4.8667";"12.6177"
"732.3330";"4.8663";"12.6193"
"732.4330";"4.8674";"12.6211"
"732.5330";"4.8668";"12.6227"
"732.6330";"4.8674";"12.6244"
"732.7330";"4.8684";"12.6261"
"732.8330";"4.8675";"12.6277"
"732.9330";"4.8684";"12.6294"
"733.0330";"4.8682";"12.6311"
"733.1330";"4.8682";"12.6327"
"733.2330";"4.8696";"12.6344"
"733.3330";"4.8699";"12.6360"
"733.4330";"4.8693";"12.6377"
"733.5330";"4.8705";"12.6394"
"733.6330";"4.8702";"12.6410"
"733.7330";"4.8710";"12.6427"
"733.8330";"4.8719";"12.6444"
"733.9330";"4.8711";"12.6460"
"734.0330";"4.8725";"12.6477"
"734.1330";"4.8724";"12.6494"
"734.2330";"4.8721";"12.6510"
"734.3330";"4.8732";"12.6527"
"734.4330";"4.8729";"12.6543"
"734.5330";"4.8732";"12.6560"
"734.6330";"4.8733";"12.6577"
"734.7330";"4.8740";"12.6593"
"734.8330";"4.8748";"12.6611"
"734.9330";"4.8744";"12.6627"
"735.0330";"4.8749";"12.6643"
"735.1330";"4.8762";"12.6660"
"735.2330";"4.8756";"12.6676"
"735.3330";"4.8764";"12.6694"
"735.4330";"4.8768";"12.6710"
"735.5330";"4.8766";"12.6726"
"735.6330";"4.8785";"12.6744"
"735.7330";"4.8787";"12.6760"
"735.8330";"4.8795";"12.6777"
"735.9330";"4.8800";"12.6794"
"736.0330";"4.8811";"12.6810"
"736.1330";"4.8814";"12.6827"
"736.2330";"4.8826";"12.6844"
"736.3330";"4.8831";"12.6860"
"736.4330";"4.8841";"12.6877"
"736.5330";"4.8850";"12.6894"
"736.6330";"4.8858";"12.6910"
"736.7330";"4.8869";"12.6927"
"736.8330";"4.8881";"12.6943"
"736.9330";"4.8897";"12.6960"
"737.0330";"4.8901";"12.6977"
"737.1330";"4.8909";"12.6993"
"737.2330";"4.8924";"12.7011"
"737.3330";"4.8932";"12.7027"
"737.4330";"4.8941";"12.7044"
"737.5330";"4.8956";"12.7061"
"737.6330";"4.8963";"12.7077"
"737.7330";"4.8973";"12.7094"
"737.8330";"4.8982";"12.7110"
"737.9330";"4.8987";"12.7127"
"738.0330";"4.9003";"12.7144"
"738.1330";"4.9014";"12.7160"
"738.2330";"4.9026";"12.7177"
"738.3330";"4.9035";"12.7194"
"738.4330";"4.9035";"12.7210"
"738.5330";"4.9048";"12.7227"
"738.6330";"4.9061";"12.7244"
"738.7330";"4.9070";"12.7260"
"738.8330";"4.9070";"12.7277"
"738.9330";"4.9074";"12.7294"
"739.0330";"4.9074";"12.7310"
"739.1330";"4.9088";"12.7327"
"739.2330";"4.9090";"12.7344"
"739.3330";"4.9097";"12.7361"
"739.4330";"4.9099";"12.7377"
"739.5330";"4.9107";"12.7394"
"739.6330";"4.9114";"12.7411"
"739.7330";"4.9121";"12.7427"
"739.8330";"4.9132";"12.7444"
"739.9330";"4.9127";"12.7461"
"740.0330";"4.9122";"12.7476"
"740.1330";"4.9139";"12.7494"
"740.2330";"4.9136";"12.7510"
"740.3330";"4.9129";"12.7527"
"740.4330";"4.9148";"12.7544"
"740.5330";"4.9149";"12.7560"
"740.6330";"4.9153";"12.7577"
"740.7330";"4.9165";"12.7594"
"740.8330";"4.9166";"12.7610"
"740.9330";"4.9175";"12.7627"
"741.0330";"4.9172";"12.7644"
"741.1330";"4.9179";"12.7660"
"741.2330";"4.9182";"12.7677"
"741.3330";"4.9188";"12.7693"
"741.4330";"4.9191";"12.7710"
"741.5330";"4.9191";"12.7727"
"741.6330";"4.9194";"12.7743"
"741.7330";"4.9203";"12.7760"
"741.8330";"4.9203";"12.7777"
"741.9330";"4.9206";"12.7793"
"742.0330";"4.9214";"12.7811"
"742.1330";"4.9210";"12.7827"
"742.2330";"4.9215";"12.7844"
"742.3330";"4.9221";"12.7861"
"742.4330";"4.9214";"12.7877"
"742.5330";"4.9221";"12.7894"
"742.6330";"4.9217";"12.7910"
"742.7330";"4.9224";"12.7927"
"742.8330";"4.9231";"12.7944"
"742.9330";"4.9229";"12.7960"
"743.0330";"4.9226";"12.7977"
"743.1330";"4.9237";"12.7994"
"743.2330";"4.9233";"12.8010"
"743.3330";"4.9237";"12.8027"
"743.4330";"4.9238";"12.8044"
"743.5330";"4.9241";"12.8060"
"743.6330";"4.9249";"12.8077"
"743.7330";"4.9251";"12.8093"
"743.8330";"4.9253";"12.8110"
"743.9330";"4.9264";"12.8127"
"744.0330";"4.9262";"12.8143"
"744.1330";"4.9269";"12.8161"
"744.2330";"4.9266";"12.8177"
"744.3330";"4.9274";"12.8194"
"744.4330";"4.9286";"12.8211"
"744.5330";"4.9280";"12.8227"
"744.6330";"4.9285";"12.8244"
"744.7330";"4.9286";"12.8260"
"744.8330";"4.9286";"12.8276"
"744.9330";"4.9296";"12.8294"
"745.0330";"4.9292";"12.8310"
"745.1330";"4.9285";"12.8327"
"745.2330";"4.9290";"12.8344"
"745.3330";"4.9287";"12.8360"
"745.4330";"4.9291";"12.8377"
"745.5330";"4.9287";"12.8394"
"745.6330";"4.9283";"12.8410"
"745.7330";"4.9284";"12.8427"
"745.8330";"4.9280";"12.8444"
"745.9330";"4.9270";"12.8460"
"746.0330";"4.9276";"12.8477"
"746.1330";"4.9266";"12.8493"
"746.2330";"4.9274";"12.8510"
"746.3330";"4.9270";"12.8527"
"746.4330";"4.9262";"12.8543"
"746.5330";"4.9264";"12.8561"
"746.6330";"4.9262";"12.8577"
"746.7330";"4.9266";"12.8594"
"746.8330";"4.9261";"12.8611"
"746.9330";"4.9250";"12.8627"
"747.0330";"4.9253";"12.8644"
"747.1330";"4.9242";"12.8660"
"747.2330";"4.9240";"12.8677"
"747.3330";"4.9237";"12.8694"
"747.4330";"4.9230";"12.8710"
"747.5330";"4.9222";"12.8727"
"747.6330";"4.9224";"12.8744"
"747.7330";"4.9216";"12.8760"
"747.8330";"4.9213";"12.8777"
"747.9330";"4.9216";"12.8794"
"748.0330";"4.9211";"12.8810"
"748.1330";"4.9220";"12.8827"
"748.2330";"4.9214";"12.8843"
"748.3330";"4.9205";"12.8860"
"748.4330";"4.9213";"12.8877"
"748.5330";"4.9209";"12.8893"
"748.6330";"4.9211";"12.8911"
"748.7330";"4.9216";"12.8927"
"748.8330";"4.9215";"12.8944"
"748.9330";"4.9224";"12.8961"
"749.0330";"4.9223";"12.8977"
"749.1330";"4.9229";"12.8994"
"749.2330";"4.9237";"12.9011"
"749.3330";"4.9236";"12.9027"
"749.4330";"4.9249";"12.9044"
"749.5330";"4.9250";"12.9060"
"749.6330";"4.9253";"12.9077"
"749.7330";"4.9263";"12.9094"
"749.8330";"4.9258";"12.9110"
"749.9330";"4.9266";"12.9127"
"750.0330";"4.9272";"12.9144"
"750.1330";"4.9268";"12.9160"
"750.2330";"4.9280";"12.9177"
"750.3330";"4.9281";"12.9194"
"750.4330";"4.9270";"12.9210"
"750.5330";"4.9277";"12.9227"
"750.6330";"4.9266";"12.9243"
"750.7330";"4.9262";"12.9260"
"750.8330";"4.9252";"12.9277"
"750.9330";"4.9250";"12.9293"
"751.0330";"4.9245";"12.9310"
"751.1330";"4.9239";"12.9327"
"751.2330";"4.9224";"12.9343"
"751.3330";"4.9226";"12.9361"
"751.4330";"4.9213";"12.9377"
"751.5330";"4.9209";"12.9394"
"751.6330";"4.9205";"12.9410"
"751.7330";"4.9191";"12.9427"
"751.8330";"4.9197";"12.9444"
"751.9330";"4.9189";"12.9460"
"752.0330";"4.9180";"12.9477"
"752.1330";"4.9185";"12.9494"
"752.2330";"4.9172";"12.9510"
"752.3330";"4.9174";"12.9527"
"752.4330";"4.9165";"12.9544"
"752.5330";"4.9149";"12.9560"
"752.6330";"4.9147";"12.9577"
"752.7330";"4.9132";"12.9593"
"752.8330";"4.9125";"12.9610"
"752.9330";"4.9118";"12.9627"
"753.0330";"4.9101";"12.9643"
"753.1330";"4.9101";"12.9660"
"753.2330";"4.9085";"12.9677"
"753.3330";"4.9066";"12.9693"
"753.4330";"4.9066";"12.9711"
"753.5330";"4.9057";"12.9727"
"753.6330";"4.9049";"12.9743"
"753.7330";"4.9040";"12.9761"
"753.8330";"4.9030";"12.9777"
"753.9330";"4.9024";"12.9794"
"754.0330";"4.9017";"12.9810"
"754.1330";"4.9007";"12.9827"
"754.2330";"4.9001";"12.9844"
"754.3330";"4.8986";"12.9860"
"754.4330";"4.8982";"12.9877"
"754.5330";"4.8976";"12.9894"
"754.6330";"4.8967";"12.9910"
"754.7330";"4.8962";"12.9927"
"754.8330";"4.8950";"12.9944"
"754.9330";"4.8937";"12.9960"
"755.0330";"4.8940";"12.9977"
"755.1330";"4.8923";"12.9994"
"755.2330";"4.8913";"13.0010"
"755.3330";"4.8911";"13.0027"
"755.4330";"4.8897";"13.0043"
"755.5330";"4.8897";"13.0060"
"755.6330";"4.8887";"13.0077"
"755.7330";"4.8878";"13.0093"
"755.8330";"4.8881";"13.0110"
"755.9330";"4.8868";"13.0127"
"756.0330";"4.8877";"13.0143"
"756.1330";"4.8877";"13.0160"
"756.2330";"4.8873";"13.0177"
"756.3330";"4.8877";"13.0194"
"756.4330";"4.8876";"13.0210"
"756.5330";"4.8872";"13.0227"
"756.6330";"4.8878";"13.0244"
"756.7330";"4.8868";"13.0260"
"756.8330";"4.8867";"13.0277"
"756.9330";"4.8868";"13.0294"
"757.0330";"4.8862";"13.0310"
"757.1330";"4.8861";"13.0327"
"757.2330";"4.8854";"13.0344"
"757.3330";"4.8843";"13.0360"
"757.4330";"4.8857";"13.0377"
"757.5330";"4.8843";"13.0393"
"757.6330";"4.8840";"13.0410"
"757.7330";"4.8845";"13.0427"
"757.8330";"4.8831";"13.0443"
"757.9330";"4.8836";"13.0460"
"758.0330";"4.8835";"13.0477"
"758.1330";"4.8830";"13.0493"
"758.2330";"4.8828";"13.0511"
"758.3330";"4.8819";"13.0527"
"758.4330";"4.8811";"13.0544"
"758.5330";"4.8811";"13.0561"
"758.6330";"4.8806";"13.0577"
"758.7330";"4.8802";"13.0594"
"758.8330";"4.8798";"13.0610"
"758.9330";"4.8791";"13.0627"
"759.0330";"4.8799";"13.0644"
"759.1330";"4.8790";"13.0660"
"759.2330";"4.8794";"13.0677"
"759.3330";"4.8793";"13.0694"
"759.4330";"4.8785";"13.0710"
"759.5330";"4.8792";"13.0727"
"759.6330";"4.8784";"13.0744"
"759.7330";"4.8783";"13.0760"
"759.8330";"4.8783";"13.0777"
"759.9330";"4.8773";"13.0793"
"760.0330";"4.8770";"13.0810"
"760.1330";"4.8771";"13.0827"
"760.2330";"4.8758";"13.0843"
"760.3330";"4.8757";"13.0860"
"760.4330";"4.8749";"13.0877"
"760.5330";"4.8745";"13.0893"
"760.6330";"4.8743";"13.0910"
"760.7330";"4.8735";"13.0927"
"760.8330";"4.8737";"13.0943"
"760.9330";"4.8736";"13.0960"
"761.0330";"4.8727";"13.0977"
"761.1330";"4.8732";"13.0994"
"761.2330";"4.8716";"13.1010"
"761.3330";"4.8719";"13.1027"
"761.4330";"4.8716";"13.1044"
"761.5330";"4.8704";"13.1060"
"761.6330";"4.8706";"13.1077"
"761.7330";"4.8693";"13.1094"
"761.8330";"4.8687";"13.1110"
"761.9330";"4.8688";"13.1127"
"762.0330";"4.8676";"13.1144"
"762.1330";"4.8675";"13.1160"
"762.2330";"4.8670";"13.1177"
"762.3330";"4.8654";"13.1193"
"762.4330";"4.8650";"13.1210"
"762.5330";"4.8645";"13.1227"
"762.6330";"4.8628";"13.1243"
"762.7330";"4.8620";"13.1261"
"762.8330";"4.8612";"13.1277"
"762.9330";"4.8602";"13.1293"
"763.0330";"4.8601";"13.1311"
"763.1330";"4.8587";"13.1327"
"763.2330";"4.8584";"13.1344"
"763.3330";"4.8581";"13.1360"
"763.4330";"4.8577";"13.1377"
"763.5330";"4.8577";"13.1394"
"763.6330";"4.8564";"13.1410"
"763.7330";"4.8570";"13.1427"
"763.8330";"4.8565";"13.1444"
"763.9330";"4.8555";"13.1460"
"764.0330";"4.8551";"13.1477"
"764.1330";"4.8539";"13.1494"
"764.2330";"4.8535";"13.1510"
"764.3330";"4.8535";"13.1527"
"764.4330";"4.8523";"13.1544"
"764.5330";"4.8517";"13.1560"
"764.6330";"4.8520";"13.1577"
"764.7330";"4.8518";"13.1593"
"764.8330";"4.8511";"13.1610"
"764.9330";"4.8510";"13.1627"
"765.0330";"4.8507";"13.1643"
"765.1330";"4.8509";"13.1661"
"765.2330";"4.8500";"13.1677"
"765.3330";"4.8500";"13.1694"
"765.4330";"4.8500";"13.1710"
"765.5330";"4.8487";"13.1727"
"765.6330";"4.8495";"13.1744"
"765.7330";"4.8495";"13.1760"
"765.8330";"4.8488";"13.1777"
"765.9330";"4.8497";"13.1794"
"766.0330";"4.8493";"13.1810"
"766.1330";"4.8497";"13.1827"
"766.2330";"4.8499";"13.1844"
"766.3330";"4.8494";"13.1860"
"766.4330";"4.8499";"13.1877"
"766.5330";"4.8496";"13.1894"
"766.6330";"4.8491";"13.1910"
"766.7330";"4.8494";"13.1927"
"766.8330";"4.8493";"13.1943"
"766.9330";"4.8489";"13.1960"
"767.0330";"4.8495";"13.1977"
"767.1330";"4.8488";"13.1993"
"767.2330";"4.8493";"13.2010"
"767.3330";"4.8496";"13.2027"
"767.4330";"4.8493";"13.2043"
"767.5330";"4.8492";"13.2061"
"767.6330";"4.8490";"13.2077"
"767.7330";"4.8488";"13.2094"
"767.8330";"4.8495";"13.2111"
"767.9330";"4.8489";"13.2127"
"768.0330";"4.8499";"13.2144"
"768.1330";"4.8496";"13.2160"
"768.2330";"4.8499";"13.2177"
"768.3330";"4.8503";"13.2194"
"768.4330";"4.8500";"13.2210"
"768.5330";"4.8500";"13.2227"
"768.6330";"4.8508";"13.2244"
"768.7330";"4.8502";"13.2260"
"768.8330";"4.8512";"13.2277"
"768.9330";"4.8512";"13.2294"
"769.0330";"4.8514";"13.2310"
"769.1330";"4.8526";"13.2327"
"769.2330";"4.8521";"13.2343"
"769.3330";"4.8535";"13.2360"
"769.4330";"4.8537";"13.2377"
"769.5330";"4.8540";"13.2393"
"769.6330";"4.8547";"13.2411"
"769.7330";"4.8550";"13.2427"
"769.8330";"4.8550";"13.2443"
"769.9330";"4.8556";"13.2461"
"770.0330";"4.8557";"13.2477"
"770.1330";"4.8565";"13.2494"
"770.2330";"4.8567";"13.2510"
"770.3330";"4.8568";"13.2527"
"770.4330";"4.8580";"13.2544"
"770.5330";"4.8572";"13.2560"
"770.6330";"4.8574";"13.2577"
"770.7330";"4.8581";"13.2594"
"770.8330";"4.8578";"13.2610"
"770.9330";"4.8577";"13.2627"
"771.0330";"4.8571";"13.2644"
"771.1330";"4.8570";"13.2660"
"771.2330";"4.8566";"13.2677"
"771.3330";"4.8560";"13.2694"
"771.4330";"4.8551";"13.2710"
"771.5330";"4.8549";"13.2727"
"771.6330";"4.8537";"13.2743"
"771.7330";"4.8539";"13.2760"
"771.8330";"4.8532";"13.2777"
"771.9330";"4.8523";"13.2793"
"772.0330";"4.8524";"13.2810"
"772.1330";"4.8523";"13.2827"
"772.2330";"4.8511";"13.2843"
"772.3330";"4.8514";"13.2860"
"772.4330";"4.8506";"13.2877"
"772.5330";"4.8503";"13.2894"
"772.6330";"4.8501";"13.2911"
"772.7330";"4.8491";"13.2927"
"772.8330";"4.8494";"13.2944"
"772.9330";"4.8481";"13.2960"
"773.0330";"4.8477";"13.2977"
"773.1330";"4.8479";"13.2994"
"773.2330";"4.8467";"13.3010"
"773.3330";"4.8470";"13.3027"
"773.4330";"4.8468";"13.3044"
"773.5330";"4.8460";"13.3060"
"773.6330";"4.8462";"13.3077"
"773.7330";"4.8457";"13.3093"
"773.8330";"4.8455";"13.3110"
"773.9330";"4.8458";"13.3127"
"774.0330";"4.8453";"13.3143"
"774.1330";"4.8447";"13.3160"
"774.2330";"4.8450";"13.3177"
"774.3330";"4.8439";"13.3193"
"774.4330";"4.8440";"13.3211"
"774.5330";"4.8440";"13.3227"
"774.6330";"4.8436";"13.3244"
"774.7330";"4.8438";"13.3261"
"774.8330";"4.8424";"13.3277"
"774.9330";"4.8428";"13.3294"
"775.0330";"4.8424";"13.3310"
"775.1330";"4.8420";"13.3327"
"775.2330";"4.8427";"13.3344"
"775.3330";"4.8420";"13.3360"
"775.4330";"4.8413";"13.3377"
"775.5330";"4.8418";"13.3394"
"775.6330";"4.8406";"13.3410"
"775.7330";"4.8414";"13.3427"
"775.8330";"4.8408";"13.3444"
"775.9330";"4.8405";"13.3460"
"776.0330";"4.8411";"13.3477"
"776.1330";"4.8404";"13.3493"
"776.2330";"4.8406";"13.3510"
"776.3330";"4.8417";"13.3527"
"776.4330";"4.8407";"13.3543"
"776.5330";"4.8419";"13.3560"
"776.6330";"4.8414";"13.3577"
"776.7330";"4.8413";"13.3593"
"776.8330";"4.8421";"13.3611"
"776.9330";"4.8421";"13.3627"
"777.0330";"4.8430";"13.3644"
"777.1330";"4.8430";"13.3661"
"777.2330";"4.8429";"13.3677"
"777.3330";"4.8430";"13.3694"
"777.4330";"4.8427";"13.3710"
"777.5330";"4.8433";"13.3727"
"777.6330";"4.8440";"13.3744"
"777.7330";"4.8432";"13.3760"
"777.8330";"4.8432";"13.3777"
"777.9330";"4.8432";"13.3794"
"778.0330";"4.8425";"13.3810"
"778.1330";"4.8433";"13.3827"
"778.2330";"4.8425";"13.3843"
"778.3330";"4.8419";"13.3860"
"778.4330";"4.8426";"13.3877"
"778.5330";"4.8419";"13.3893"
"778.6330";"4.8424";"13.3910"
"778.7330";"4.8422";"13.3927"
"778.8330";"4.8412";"13.3943"
"778.9330";"4.8417";"13.3961"
"779.0330";"4.8410";"13.3977"
"779.1330";"4.8403";"13.3993"
"779.2330";"4.8411";"13.4011"
"779.3330";"4.8398";"13.4027"
"779.4330";"4.8399";"13.4044"
"779.5330";"4.8398";"13.4061"
"779.6330";"4.8392";"13.4077"
"779.7330";"4.8400";"13.4094"
"779.8330";"4.8403";"13.4110"
"779.9330";"4.8402";"13.4127"
"780.0330";"4.8405";"13.4144"
"780.1330";"4.8404";"13.4160"
"780.2330";"4.8414";"13.4177"
"780.3330";"4.8410";"13.4194"
"780.4330";"4.8397";"13.4210"
"780.5330";"4.8393";"13.4227"
"780.6330";"4.8385";"13.4244"
"780.7330";"4.8385";"13.4260"
"780.8330";"4.8387";"13.4277"
"780.9330";"4.8376";"13.4293"
"781.0330";"4.8374";"13.4310"
"781.1330";"4.8369";"13.4327"
"781.2330";"4.8358";"13.4343"
"781.3330";"4.8362";"13.4361"
"781.4330";"4.8353";"13.4377"
"781.5330";"4.8350";"13.4393"
"781.6330";"4.8355";"13.4411"
"781.7330";"4.8344";"13.4427"
"781.8330";"4.8349";"13.4444"
"781.9330";"4.8341";"13.4461"
"782.0330";"4.8332";"13.4477"
"782.1330";"4.8336";"13.4494"
"782.2330";"4.8333";"13.4510"
"782.3330";"4.8326";"13.4527"
"782.4330";"4.8322";"13.4544"
"782.5330";"4.8318";"13.4560"
"782.6330";"4.8315";"13.4577"
"782.7330";"4.8307";"13.4594"
"782.8330";"4.8302";"13.4610"
"782.9330";"4.8301";"13.4627"
"783.0330";"4.8288";"13.4643"
"783.1330";"4.8297";"13.4660"
"783.2330";"4.8289";"13.4677"
"783.3330";"4.8283";"13.4693"
"783.4330";"4.8273";"13.4710"
"783.5330";"4.8265";"13.4727"
"783.6330";"4.8251";"13.4743"
"783.7330";"4.8248";"13.4761"
"783.8330";"4.8234";"13.4777"
"783.9330";"4.8227";"13.4793"
"784.0330";"4.8229";"13.4811"
"784.1330";"4.8218";"13.4827"
"784.2330";"4.8220";"13.4844"
"784.3330";"4.8218";"13.4861"
"784.4330";"4.8211";"13.4877"
"784.5330";"4.8204";"13.4894"
"784.6330";"4.8203";"13.4910"
"784.7330";"4.8203";"13.4927"
"784.8330";"4.8203";"13.4944"
"784.9330";"4.8198";"13.4960"
"785.0330";"4.8204";"13.4977"
"785.1330";"4.8203";"13.4993"
"785.2330";"4.8203";"13.5010"
"785.3330";"4.8208";"13.5027"
"785.4330";"4.8204";"13.5043"
"785.5330";"4.8207";"13.5060"
"785.6330";"4.8212";"13.5077"
"785.7330";"4.8202";"13.5093"
"785.8330";"4.8208";"13.5111"
"785.9330";"4.8208";"13.5127"
"786.0330";"4.8208";"13.5143"
"786.1330";"4.8219";"13.5161"
"786.2330";"4.8207";"13.5177"
"786.3330";"4.8205";"13.5193"
"786.4330";"4.8215";"13.5211"
"786.5330";"4.8213";"13.5227"
"786.6330";"4.8218";"13.5244"
"786.7330";"4.8223";"13.5260"
"786.8330";"4.8220";"13.5277"
"786.9330";"4.8226";"13.5294"
"787.0330";"4.8226";"13.5310"
"787.1330";"4.8225";"13.5327"
"787.2330";"4.8224";"13.5344"
"787.3330";"4.8214";"13.5360"
"787.4330";"4.8225";"13.5377"
"787.5330";"4.8225";"13.5394"
"787.6330";"4.8218";"13.5410"
"787.7330";"4.8224";"13.5427"
"787.8330";"4.8212";"13.5443"
"787.9330";"4.8215";"13.5460"
"788.0330";"4.8212";"13.5477"
"788.1330";"4.8201";"13.5493"
"788.2330";"4.8205";"13.5511"
"788.3330";"4.8194";"13.5527"
"788.4330";"4.8184";"13.5543"
"788.5330";"4.8185";"13.5561"
"788.6330";"4.8170";"13.5577"
"788.7330";"4.8164";"13.5593"
"788.8330";"4.8157";"13.5611"
"788.9330";"4.8147";"13.5627"
"789.0330";"4.8142";"13.5644"
"789.1330";"4.8134";"13.5660"
"789.2330";"4.8126";"13.5677"
"789.3330";"4.8121";"13.5694"
"789.4330";"4.8112";"13.5710"
"789.5330";"4.8111";"13.5727"
"789.6330";"4.8101";"13.5744"
"789.7330";"4.8095";"13.5760"
"789.8330";"4.8096";"13.5777"
"789.9330";"4.8088";"13.5793"
"790.0330";"4.8080";"13.5810"
"790.1330";"4.8081";"13.5827"
"790.2330";"4.8068";"13.5843"
"790.3330";"4.8064";"13.5860"
"790.4330";"4.8054";"13.5877"
"790.5330";"4.8046";"13.5893"
"790.6330";"4.8045";"13.5911"
"790.7330";"4.8034";"13.5927"
"790.8330";"4.8020";"13.5943"
"790.9330";"4.8024";"13.5961"
"791.0330";"4.8014";"13.5977"
"791.1330";"4.8009";"13.5993"
"791.2330";"4.8003";"13.6010"
