Results Table 1
;"1"
End date;"maandag 12 april 2021 10:19:25"
Maximum Force;(kN);"15.77"
Displacement at Maximum Force;(mm);"3.08"

Time;Force;Displacement
(s);(kN);(mm)
"791.3330";"4.7996";"13.6027"
"791.4330";"4.7985";"13.6044"
"791.5330";"4.7987";"13.6060"
"791.6330";"4.7979";"13.6077"
"791.7330";"4.7971";"13.6094"
"791.8330";"4.7964";"13.6110"
"791.9330";"4.7962";"13.6127"
"792.0330";"4.7957";"13.6144"
"792.1330";"4.7953";"13.6160"
"792.2330";"4.7951";"13.6177"
"792.3330";"4.7944";"13.6193"
"792.4330";"4.7936";"13.6210"
"792.5330";"4.7936";"13.6227"
"792.6330";"4.7926";"13.6243"
"792.7330";"4.7926";"13.6260"
"792.8330";"4.7918";"13.6277"
"792.9330";"4.7918";"13.6293"
"793.0330";"4.7919";"13.6311"
"793.1330";"4.7908";"13.6327"
"793.2330";"4.7909";"13.6343"
"793.3330";"4.7912";"13.6361"
"793.4330";"4.7905";"13.6377"
"793.5330";"4.7906";"13.6394"
"793.6330";"4.7909";"13.6411"
"793.7330";"4.7904";"13.6427"
"793.8330";"4.7911";"13.6444"
"793.9330";"4.7908";"13.6460"
"794.0330";"4.7903";"13.6477"
"794.1330";"4.7904";"13.6494"
"794.2330";"4.7898";"13.6510"
"794.3330";"4.7909";"13.6527"
"794.4330";"4.7899";"13.6543"
"794.5330";"4.7896";"13.6560"
"794.6330";"4.7903";"13.6577"
"794.7330";"4.7898";"13.6593"
"794.8330";"4.7897";"13.6610"
"794.9330";"4.7900";"13.6627"
"795.0330";"4.7890";"13.6643"
"795.1330";"4.7893";"13.6661"
"795.2330";"4.7885";"13.6677"
"795.3330";"4.7877";"13.6693"
"795.4330";"4.7879";"13.6711"
"795.5330";"4.7876";"13.6727"
"795.6330";"4.7873";"13.6743"
"795.7330";"4.7873";"13.6761"
"795.8330";"4.7858";"13.6777"
"795.9330";"4.7869";"13.6794"
"796.0330";"4.7864";"13.6810"
"796.1330";"4.7859";"13.6827"
"796.2330";"4.7858";"13.6844"
"796.3330";"4.7853";"13.6860"
"796.4330";"4.7852";"13.6877"
"796.5330";"4.7848";"13.6894"
"796.6330";"4.7844";"13.6910"
"796.7330";"4.7849";"13.6927"
"796.8330";"4.7836";"13.6944"
"796.9330";"4.7835";"13.6960"
"797.0330";"4.7837";"13.6977"
"797.1330";"4.7826";"13.6993"
"797.2330";"4.7825";"13.7010"
"797.3330";"4.7818";"13.7027"
"797.4330";"4.7812";"13.7043"
"797.5330";"4.7817";"13.7061"
"797.6330";"4.7811";"13.7077"
"797.7330";"4.7801";"13.7093"
"797.8330";"4.7815";"13.7111"
"797.9330";"4.7810";"13.7127"
"798.0330";"4.7808";"13.7144"
"798.1330";"4.7813";"13.7161"
"798.2330";"4.7805";"13.7177"
"798.3330";"4.7811";"13.7194"
"798.4330";"4.7814";"13.7210"
"798.5330";"4.7810";"13.7227"
"798.6330";"4.7817";"13.7244"
"798.7330";"4.7820";"13.7260"
"798.8330";"4.7822";"13.7277"
"798.9330";"4.7830";"13.7294"
"799.0330";"4.7826";"13.7310"
"799.1330";"4.7842";"13.7327"
"799.2330";"4.7841";"13.7343"
"799.3330";"4.7845";"13.7360"
"799.4330";"4.7851";"13.7377"
"799.5330";"4.7855";"13.7393"
"799.6330";"4.7845";"13.7410"
"799.7330";"4.7846";"13.7427"
"799.8330";"4.7837";"13.7443"
"799.9330";"4.7839";"13.7461"
"800.0330";"4.7839";"13.7477"
"800.1330";"4.7838";"13.7493"
"800.2330";"4.7848";"13.7511"
"800.3330";"4.7835";"13.7527"
"800.4330";"4.7843";"13.7544"
"800.5330";"4.7840";"13.7560"
"800.6330";"4.7839";"13.7577"
"800.7330";"4.7853";"13.7594"
"800.8330";"4.7848";"13.7610"
"800.9330";"4.7857";"13.7627"
"801.0330";"4.7865";"13.7644"
"801.1330";"4.7867";"13.7660"
"801.2330";"4.7876";"13.7677"
"801.3330";"4.7881";"13.7694"
"801.4330";"4.7889";"13.7710"
"801.5330";"4.7897";"13.7727"
"801.6330";"4.7894";"13.7743"
"801.7330";"4.7902";"13.7760"
"801.8330";"4.7915";"13.7777"
"801.9330";"4.7914";"13.7793"
"802.0330";"4.7925";"13.7810"
"802.1330";"4.7929";"13.7827"
"802.2330";"4.7930";"13.7843"
"802.3330";"4.7934";"13.7861"
"802.4330";"4.7945";"13.7877"
"802.5330";"4.7951";"13.7893"
"802.6330";"4.7965";"13.7911"
"802.7330";"4.7964";"13.7927"
"802.8330";"4.7966";"13.7944"
"802.9330";"4.7970";"13.7961"
"803.0330";"4.7972";"13.7977"
"803.1330";"4.7984";"13.7994"
"803.2330";"4.7990";"13.8010"
"803.3330";"4.7985";"13.8027"
"803.4330";"4.7994";"13.8044"
"803.5330";"4.7989";"13.8060"
"803.6330";"4.7992";"13.8077"
"803.7330";"4.7993";"13.8094"
"803.8330";"4.7983";"13.8110"
"803.9330";"4.7973";"13.8127"
"804.0330";"4.7967";"13.8143"
"804.1330";"4.7963";"13.8160"
"804.2330";"4.7965";"13.8177"
"804.3330";"4.7963";"13.8193"
"804.4330";"4.7962";"13.8211"
"804.5330";"4.7954";"13.8227"
"804.6330";"4.7954";"13.8243"
"804.7330";"4.7958";"13.8261"
"804.8330";"4.7946";"13.8277"
"804.9330";"4.7938";"13.8294"
"805.0330";"4.7928";"13.8311"
"805.1330";"4.7916";"13.8327"
"805.2330";"4.7920";"13.8344"
"805.3330";"4.7915";"13.8360"
"805.4330";"4.7905";"13.8376"
"805.5330";"4.7905";"13.8394"
"805.6330";"4.7900";"13.8410"
"805.7330";"4.7903";"13.8427"
"805.8330";"4.7905";"13.8444"
"805.9330";"4.7897";"13.8460"
"806.0330";"4.7905";"13.8477"
"806.1330";"4.7899";"13.8494"
"806.2330";"4.7898";"13.8510"
"806.3330";"4.7893";"13.8527"
"806.4330";"4.7896";"13.8544"
"806.5330";"4.7892";"13.8560"
"806.6330";"4.7890";"13.8577"
"806.7330";"4.7892";"13.8593"
"806.8330";"4.7884";"13.8610"
"806.9330";"4.7879";"13.8627"
"807.0330";"4.7875";"13.8643"
"807.1330";"4.7879";"13.8661"
"807.2330";"4.7867";"13.8677"
"807.3330";"4.7875";"13.8694"
"807.4330";"4.7868";"13.8711"
"807.5330";"4.7861";"13.8727"
"807.6330";"4.7869";"13.8744"
"807.7330";"4.7861";"13.8760"
"807.8330";"4.7857";"13.8777"
"807.9330";"4.7862";"13.8794"
"808.0330";"4.7853";"13.8810"
"808.1330";"4.7847";"13.8827"
"808.2330";"4.7850";"13.8844"
"808.3330";"4.7847";"13.8860"
"808.4330";"4.7848";"13.8877"
"808.5330";"4.7844";"13.8893"
"808.6330";"4.7836";"13.8910"
"808.7330";"4.7842";"13.8927"
"808.8330";"4.7836";"13.8943"
"808.9330";"4.7843";"13.8960"
"809.0330";"4.7844";"13.8977"
"809.1330";"4.7840";"13.8993"
"809.2330";"4.7845";"13.9011"
"809.3330";"4.7839";"13.9027"
"809.4330";"4.7842";"13.9044"
"809.5330";"4.7849";"13.9061"
"809.6330";"4.7837";"13.9077"
"809.7330";"4.7845";"13.9094"
"809.8330";"4.7848";"13.9111"
"809.9330";"4.7840";"13.9127"
"810.0330";"4.7848";"13.9144"
"810.1330";"4.7845";"13.9160"
"810.2330";"4.7841";"13.9177"
"810.3330";"4.7852";"13.9194"
"810.4330";"4.7844";"13.9210"
"810.5330";"4.7840";"13.9227"
"810.6330";"4.7841";"13.9244"
"810.7330";"4.7833";"13.9260"
"810.8330";"4.7838";"13.9277"
"810.9330";"4.7830";"13.9294"
"811.0330";"4.7833";"13.9310"
"811.1330";"4.7831";"13.9327"
"811.2330";"4.7830";"13.9343"
"811.3330";"4.7823";"13.9360"
"811.4330";"4.7817";"13.9377"
"811.5330";"4.7815";"13.9393"
"811.6330";"4.7812";"13.9411"
"811.7330";"4.7802";"13.9427"
"811.8330";"4.7798";"13.9443"
"811.9330";"4.7789";"13.9460"
"812.0330";"4.7782";"13.9476"
"812.1330";"4.7783";"13.9494"
"812.2330";"4.7779";"13.9510"
"812.3330";"4.7774";"13.9527"
"812.4330";"4.7776";"13.9544"
"812.5330";"4.7770";"13.9560"
"812.6330";"4.7770";"13.9577"
"812.7330";"4.7774";"13.9594"
"812.8330";"4.7764";"13.9610"
"812.9330";"4.7767";"13.9627"
"813.0330";"4.7762";"13.9644"
"813.1330";"4.7761";"13.9660"
"813.2330";"4.7767";"13.9677"
"813.3330";"4.7762";"13.9693"
"813.4330";"4.7770";"13.9710"
"813.5330";"4.7761";"13.9727"
"813.6330";"4.7767";"13.9743"
"813.7330";"4.7770";"13.9760"
"813.8330";"4.7770";"13.9777"
"813.9330";"4.7775";"13.9793"
"814.0330";"4.7771";"13.9811"
"814.1330";"4.7768";"13.9827"
"814.2330";"4.7772";"13.9844"
"814.3330";"4.7773";"13.9861"
"814.4330";"4.7772";"13.9876"
"814.5330";"4.7782";"13.9894"
"814.6330";"4.7778";"13.9910"
"814.7330";"4.7772";"13.9926"
"814.8330";"4.7776";"13.9944"
"814.9330";"4.7777";"13.9960"
"815.0330";"4.7770";"13.9977"
"815.1330";"4.7771";"13.9994"
"815.2330";"4.7763";"14.0010"
"815.3330";"4.7760";"14.0027"
"815.4330";"4.7757";"14.0044"
"815.5330";"4.7745";"14.0060"
"815.6330";"4.7743";"14.0077"
"815.7330";"4.7740";"14.0094"
"815.8330";"4.7733";"14.0110"
"815.9330";"4.7725";"14.0127"
"816.0330";"4.7718";"14.0144"
"816.1330";"4.7724";"14.0161"
"816.2330";"4.7704";"14.0177"
"816.3330";"4.7701";"14.0193"
"816.4330";"4.7699";"14.0211"
"816.5330";"4.7685";"14.0226"
"816.6330";"4.7685";"14.0244"
"816.7330";"4.7680";"14.0260"
"816.8330";"4.7672";"14.0276"
"816.9330";"4.7665";"14.0294"
"817.0330";"4.7659";"14.0310"
"817.1330";"4.7655";"14.0327"
"817.2330";"4.7656";"14.0344"
"817.3330";"4.7644";"14.0360"
"817.4330";"4.7643";"14.0377"
"817.5330";"4.7641";"14.0394"
"817.6330";"4.7637";"14.0410"
"817.7330";"4.7641";"14.0427"
"817.8330";"4.7636";"14.0444"
"817.9330";"4.7627";"14.0460"
"818.0330";"4.7633";"14.0477"
"818.1330";"4.7622";"14.0493"
"818.2330";"4.7617";"14.0510"
"818.3330";"4.7614";"14.0527"
"818.4330";"4.7613";"14.0543"
"818.5330";"4.7614";"14.0561"
"818.6330";"4.7616";"14.0577"
"818.7330";"4.7613";"14.0594"
"818.8330";"4.7613";"14.0611"
"818.9330";"4.7606";"14.0627"
"819.0330";"4.7603";"14.0644"
"819.1330";"4.7601";"14.0661"
"819.2330";"4.7588";"14.0677"
"819.3330";"4.7590";"14.0694"
"819.4330";"4.7580";"14.0710"
"819.5330";"4.7569";"14.0727"
"819.6330";"4.7570";"14.0744"
"819.7330";"4.7553";"14.0760"
"819.8330";"4.7549";"14.0777"
"819.9330";"4.7547";"14.0794"
"820.0330";"4.7536";"14.0810"
"820.1330";"4.7532";"14.0827"
"820.2330";"4.7526";"14.0844"
"820.3330";"4.7516";"14.0860"
"820.4330";"4.7516";"14.0877"
"820.5330";"4.7500";"14.0893"
"820.6330";"4.7498";"14.0910"
"820.7330";"4.7488";"14.0927"
"820.8330";"4.7480";"14.0943"
"820.9330";"4.7480";"14.0961"
"821.0330";"4.7465";"14.0977"
"821.1330";"4.7456";"14.0993"
"821.2330";"4.7457";"14.1010"
"821.3330";"4.7443";"14.1026"
"821.4330";"4.7446";"14.1044"
"821.5330";"4.7440";"14.1060"
"821.6330";"4.7440";"14.1076"
"821.7330";"4.7439";"14.1094"
"821.8330";"4.7436";"14.1110"
"821.9330";"4.7429";"14.1127"
"822.0330";"4.7435";"14.1144"
"822.1330";"4.7425";"14.1160"
"822.2330";"4.7426";"14.1177"
"822.3330";"4.7426";"14.1194"
"822.4330";"4.7428";"14.1210"
"822.5330";"4.7428";"14.1227"
"822.6330";"4.7421";"14.1244"
"822.7330";"4.7419";"14.1260"
"822.8330";"4.7417";"14.1277"
"822.9330";"4.7408";"14.1293"
"823.0330";"4.7407";"14.1310"
"823.1330";"4.7399";"14.1327"
"823.2330";"4.7388";"14.1343"
"823.3330";"4.7389";"14.1361"
"823.4330";"4.7375";"14.1377"
"823.5330";"4.7371";"14.1394"
"823.6330";"4.7370";"14.1411"
"823.7330";"4.7359";"14.1427"
"823.8330";"4.7362";"14.1444"
"823.9330";"4.7358";"14.1460"
"824.0330";"4.7348";"14.1477"
"824.1330";"4.7346";"14.1494"
"824.2330";"4.7338";"14.1510"
"824.3330";"4.7331";"14.1527"
"824.4330";"4.7329";"14.1544"
"824.5330";"4.7320";"14.1560"
"824.6330";"4.7315";"14.1577"
"824.7330";"4.7318";"14.1594"
"824.8330";"4.7311";"14.1610"
"824.9330";"4.7314";"14.1627"
"825.0330";"4.7303";"14.1643"
"825.1330";"4.7299";"14.1660"
"825.2330";"4.7289";"14.1677"
"825.3330";"4.7278";"14.1693"
"825.4330";"4.7275";"14.1711"
"825.5330";"4.7258";"14.1727"
"825.6330";"4.7249";"14.1744"
"825.7330";"4.7236";"14.1761"
"825.8330";"4.7222";"14.1777"
"825.9330";"4.7218";"14.1794"
"826.0330";"4.7202";"14.1811"
"826.1330";"4.7191";"14.1826"
"826.2330";"4.7191";"14.1844"
"826.3330";"4.7175";"14.1860"
"826.4330";"4.7163";"14.1877"
"826.5330";"4.7163";"14.1894"
"826.6330";"4.7148";"14.1910"
"826.7330";"4.7140";"14.1927"
"826.8330";"4.7138";"14.1944"
"826.9330";"4.7123";"14.1960"
"827.0330";"4.7125";"14.1977"
"827.1330";"4.7107";"14.1994"
"827.2330";"4.7100";"14.2010"
"827.3330";"4.7095";"14.2027"
"827.4330";"4.7091";"14.2043"
"827.5330";"4.7078";"14.2060"
"827.6330";"4.7075";"14.2077"
"827.7330";"4.7072";"14.2093"
"827.8330";"4.7070";"14.2110"
"827.9330";"4.7063";"14.2127"
"828.0330";"4.7057";"14.2143"
"828.1330";"4.7058";"14.2161"
"828.2330";"4.7047";"14.2177"
"828.3330";"4.7039";"14.2194"
"828.4330";"4.7030";"14.2211"
"828.5330";"4.7019";"14.2227"
"828.6330";"4.7013";"14.2244"
"828.7330";"4.6995";"14.2260"
"828.8330";"4.6983";"14.2277"
"828.9330";"4.6982";"14.2294"
"829.0330";"4.6965";"14.2310"
"829.1330";"4.6958";"14.2327"
"829.2330";"4.6945";"14.2344"
"829.3330";"4.6929";"14.2360"
"829.4330";"4.6927";"14.2377"
"829.5330";"4.6915";"14.2393"
"829.6330";"4.6904";"14.2410"
"829.7330";"4.6897";"14.2427"
"829.8330";"4.6894";"14.2443"
"829.9330";"4.6888";"14.2460"
"830.0330";"4.6878";"14.2477"
"830.1330";"4.6864";"14.2493"
"830.2330";"4.6870";"14.2511"
"830.3330";"4.6852";"14.2527"
"830.4330";"4.6849";"14.2544"
"830.5330";"4.6847";"14.2561"
"830.6330";"4.6840";"14.2577"
"830.7330";"4.6833";"14.2594"
"830.8330";"4.6835";"14.2610"
"830.9330";"4.6821";"14.2626"
"831.0330";"4.6835";"14.2644"
"831.1330";"4.6826";"14.2660"
"831.2330";"4.6820";"14.2677"
"831.3330";"4.6820";"14.2694"
"831.4330";"4.6820";"14.2710"
"831.5330";"4.6820";"14.2727"
"831.6330";"4.6817";"14.2744"
"831.7330";"4.6808";"14.2760"
"831.8330";"4.6807";"14.2777"
"831.9330";"4.6796";"14.2794"
"832.0330";"4.6796";"14.2810"
"832.1330";"4.6798";"14.2827"
"832.2330";"4.6784";"14.2843"
"832.3330";"4.6784";"14.2860"
"832.4330";"4.6783";"14.2877"
"832.5330";"4.6769";"14.2893"
"832.6330";"4.6765";"14.2911"
"832.7330";"4.6756";"14.2927"
"832.8330";"4.6750";"14.2944"
"832.9330";"4.6744";"14.2961"
"833.0330";"4.6740";"14.2977"
"833.1330";"4.6732";"14.2994"
"833.2330";"4.6733";"14.3010"
"833.3330";"4.6723";"14.3027"
"833.4330";"4.6726";"14.3044"
"833.5330";"4.6722";"14.3060"
"833.6330";"4.6717";"14.3077"
"833.7330";"4.6710";"14.3094"
"833.8330";"4.6694";"14.3110"
"833.9330";"4.6694";"14.3127"
"834.0330";"4.6678";"14.3144"
"834.1330";"4.6660";"14.3160"
"834.2330";"4.6661";"14.3177"
"834.3330";"4.6641";"14.3193"
"834.4330";"4.6631";"14.3210"
"834.5330";"4.6623";"14.3227"
"834.6330";"4.6599";"14.3243"
"834.7330";"4.6597";"14.3260"
"834.8330";"4.6586";"14.3277"
"834.9330";"4.6578";"14.3294"
"835.0330";"4.6569";"14.3311"
"835.1330";"4.6557";"14.3327"
"835.2330";"4.6553";"14.3344"
"835.3330";"4.6544";"14.3360"
"835.4330";"4.6537";"14.3377"
"835.5330";"4.6538";"14.3394"
"835.6330";"4.6523";"14.3410"
"835.7330";"4.6518";"14.3427"
"835.8330";"4.6516";"14.3444"
"835.9330";"4.6510";"14.3460"
"836.0330";"4.6504";"14.3477"
"836.1330";"4.6502";"14.3494"
"836.2330";"4.6491";"14.3510"
"836.3330";"4.6498";"14.3527"
"836.4330";"4.6485";"14.3544"
"836.5330";"4.6474";"14.3560"
"836.6330";"4.6486";"14.3577"
"836.7330";"4.6477";"14.3593"
"836.8330";"4.6472";"14.3610"
"836.9330";"4.6472";"14.3627"
"837.0330";"4.6469";"14.3643"
"837.1330";"4.6473";"14.3660"
"837.2330";"4.6465";"14.3677"
"837.3330";"4.6463";"14.3693"
"837.4330";"4.6463";"14.3710"
"837.5330";"4.6458";"14.3727"
"837.6330";"4.6453";"14.3744"
"837.7330";"4.6456";"14.3760"
"837.8330";"4.6459";"14.3777"
"837.9330";"4.6456";"14.3794"
"838.0330";"4.6446";"14.3810"
"838.1330";"4.6445";"14.3827"
"838.2330";"4.6439";"14.3844"
"838.3330";"4.6430";"14.3860"
"838.4330";"4.6423";"14.3877"
"838.5330";"4.6422";"14.3894"
"838.6330";"4.6414";"14.3910"
"838.7330";"4.6412";"14.3927"
"838.8330";"4.6403";"14.3943"
"838.9330";"4.6399";"14.3960"
"839.0330";"4.6408";"14.3977"
"839.1330";"4.6401";"14.3993"
"839.2330";"4.6396";"14.4010"
"839.3330";"4.6394";"14.4027"
"839.4330";"4.6385";"14.4043"
"839.5330";"4.6389";"14.4060"
"839.6330";"4.6378";"14.4077"
"839.7330";"4.6369";"14.4094"
"839.8330";"4.6360";"14.4110"
"839.9330";"4.6354";"14.4127"
"840.0330";"4.6344";"14.4144"
"840.1330";"4.6335";"14.4160"
"840.2330";"4.6320";"14.4177"
"840.3330";"4.6316";"14.4194"
"840.4330";"4.6304";"14.4210"
"840.5330";"4.6293";"14.4227"
"840.6330";"4.6289";"14.4244"
"840.7330";"4.6272";"14.4260"
"840.8330";"4.6273";"14.4277"
"840.9330";"4.6257";"14.4294"
"841.0330";"4.6242";"14.4310"
"841.1330";"4.6237";"14.4328"
"841.2330";"4.6221";"14.4344"
"841.3330";"4.6211";"14.4360"
"841.4330";"4.6208";"14.4377"
"841.5330";"4.6191";"14.4393"
"841.6330";"4.6187";"14.4410"
"841.7330";"4.6182";"14.4427"
"841.8330";"4.6170";"14.4443"
"841.9330";"4.6166";"14.4460"
"842.0330";"4.6160";"14.4477"
"842.1330";"4.6154";"14.4493"
"842.2330";"4.6157";"14.4510"
"842.3330";"4.6151";"14.4527"
"842.4330";"4.6153";"14.4544"
"842.5330";"4.6144";"14.4560"
"842.6330";"4.6137";"14.4577"
"842.7330";"4.6138";"14.4594"
"842.8330";"4.6132";"14.4610"
"842.9330";"4.6128";"14.4627"
"843.0330";"4.6127";"14.4644"
"843.1330";"4.6118";"14.4660"
"843.2330";"4.6120";"14.4677"
"843.3330";"4.6111";"14.4694"
"843.4330";"4.6102";"14.4710"
"843.5330";"4.6112";"14.4727"
"843.6330";"4.6103";"14.4743"
"843.7330";"4.6097";"14.4760"
"843.8330";"4.6103";"14.4777"
"843.9330";"4.6099";"14.4793"
"844.0330";"4.6099";"14.4810"
"844.1330";"4.6104";"14.4827"
"844.2330";"4.6095";"14.4843"
"844.3330";"4.6097";"14.4861"
"844.4330";"4.6091";"14.4877"
"844.5330";"4.6095";"14.4894"
"844.6330";"4.6093";"14.4911"
"844.7330";"4.6086";"14.4927"
"844.8330";"4.6093";"14.4944"
"844.9330";"4.6093";"14.4960"
"845.0330";"4.6086";"14.4977"
"845.1330";"4.6094";"14.4994"
"845.2330";"4.6093";"14.5010"
"845.3330";"4.6096";"14.5027"
"845.4330";"4.6102";"14.5044"
"845.5330";"4.6097";"14.5060"
"845.6330";"4.6101";"14.5077"
"845.7330";"4.6094";"14.5094"
"845.8330";"4.6089";"14.5110"
"845.9330";"4.6094";"14.5127"
"846.0330";"4.6083";"14.5143"
"846.1330";"4.6084";"14.5160"
"846.2330";"4.6082";"14.5177"
"846.3330";"4.6063";"14.5193"
"846.4330";"4.6063";"14.5210"
"846.5330";"4.6053";"14.5227"
"846.6330";"4.6050";"14.5243"
"846.7330";"4.6050";"14.5260"
"846.8330";"4.6041";"14.5277"
"846.9330";"4.6036";"14.5294"
"847.0330";"4.6044";"14.5310"
"847.1330";"4.6040";"14.5327"
"847.2330";"4.6046";"14.5344"
"847.3330";"4.6045";"14.5360"
"847.4330";"4.6034";"14.5377"
"847.5330";"4.6037";"14.5394"
"847.6330";"4.6029";"14.5410"
"847.7330";"4.6030";"14.5427"
"847.8330";"4.6028";"14.5444"
"847.9330";"4.6022";"14.5460"
"848.0330";"4.6018";"14.5477"
"848.1330";"4.6011";"14.5494"
"848.2330";"4.6006";"14.5510"
"848.3330";"4.6013";"14.5527"
"848.4330";"4.6010";"14.5543"
"848.5330";"4.6003";"14.5560"
"848.6330";"4.6004";"14.5577"
"848.7330";"4.6000";"14.5593"
"848.8330";"4.6006";"14.5610"
"848.9330";"4.6000";"14.5627"
"849.0330";"4.6002";"14.5644"
"849.1330";"4.6002";"14.5660"
"849.2330";"4.6000";"14.5677"
"849.3330";"4.6009";"14.5694"
"849.4330";"4.6002";"14.5710"
"849.5330";"4.6005";"14.5727"
"849.6330";"4.6005";"14.5744"
"849.7330";"4.6002";"14.5760"
"849.8330";"4.6006";"14.5777"
"849.9330";"4.6011";"14.5794"
"850.0330";"4.6007";"14.5810"
"850.1330";"4.6015";"14.5827"
"850.2330";"4.6013";"14.5844"
"850.3330";"4.6003";"14.5860"
"850.4330";"4.6006";"14.5877"
"850.5330";"4.6000";"14.5893"
"850.6330";"4.5989";"14.5910"
"850.7330";"4.5989";"14.5927"
"850.8330";"4.5977";"14.5943"
"850.9330";"4.5960";"14.5960"
"851.0330";"4.5955";"14.5977"
"851.1330";"4.5947";"14.5993"
"851.2330";"4.5948";"14.6011"
"851.3330";"4.5937";"14.6027"
"851.4330";"4.5932";"14.6044"
"851.5330";"4.5932";"14.6060"
"851.6330";"4.5929";"14.6077"
"851.7330";"4.5932";"14.6094"
"851.8330";"4.5925";"14.6110"
"851.9330";"4.5926";"14.6127"
"852.0330";"4.5935";"14.6144"
"852.1330";"4.5928";"14.6160"
"852.2330";"4.5938";"14.6177"
"852.3330";"4.5938";"14.6194"
"852.4330";"4.5938";"14.6210"
"852.5330";"4.5944";"14.6227"
"852.6330";"4.5938";"14.6244"
"852.7330";"4.5938";"14.6260"
"852.8330";"4.5946";"14.6277"
"852.9330";"4.5940";"14.6293"
"853.0330";"4.5946";"14.6310"
"853.1330";"4.5946";"14.6327"
"853.2330";"4.5939";"14.6343"
"853.3330";"4.5939";"14.6360"
"853.4330";"4.5939";"14.6377"
"853.5330";"4.5934";"14.6393"
"853.6330";"4.5944";"14.6411"
"853.7330";"4.5934";"14.6427"
"853.8330";"4.5944";"14.6444"
"853.9330";"4.5944";"14.6461"
"854.0330";"4.5943";"14.6477"
"854.1330";"4.5949";"14.6494"
"854.2330";"4.5949";"14.6510"
"854.3330";"4.5951";"14.6527"
"854.4330";"4.5951";"14.6544"
"854.5330";"4.5949";"14.6560"
"854.6330";"4.5943";"14.6577"
"854.7330";"4.5947";"14.6594"
"854.8330";"4.5935";"14.6610"
"854.9330";"4.5946";"14.6627"
"855.0330";"4.5936";"14.6644"
"855.1330";"4.5930";"14.6660"
"855.2330";"4.5936";"14.6677"
"855.3330";"4.5923";"14.6693"
"855.4330";"4.5918";"14.6710"
"855.5330";"4.5917";"14.6727"
"855.6330";"4.5909";"14.6743"
"855.7330";"4.5911";"14.6761"
"855.8330";"4.5904";"14.6777"
"855.9330";"4.5899";"14.6793"
"856.0330";"4.5898";"14.6811"
"856.1330";"4.5888";"14.6827"
"856.2330";"4.5895";"14.6844"
"856.3330";"4.5891";"14.6860"
"856.4330";"4.5891";"14.6877"
"856.5330";"4.5894";"14.6894"
"856.6330";"4.5893";"14.6910"
"856.7330";"4.5896";"14.6927"
"856.8330";"4.5894";"14.6944"
"856.9330";"4.5889";"14.6960"
"857.0330";"4.5893";"14.6977"
"857.1330";"4.5890";"14.6994"
"857.2330";"4.5889";"14.7010"
"857.3330";"4.5893";"14.7027"
"857.4330";"4.5890";"14.7044"
"857.5330";"4.5890";"14.7060"
"857.6330";"4.5897";"14.7077"
"857.7330";"4.5893";"14.7093"
"857.8330";"4.5901";"14.7110"
"857.9330";"4.5907";"14.7127"
"858.0330";"4.5902";"14.7143"
"858.1330";"4.5914";"14.7161"
"858.2330";"4.5913";"14.7177"
"858.3330";"4.5918";"14.7193"
"858.4330";"4.5924";"14.7211"
"858.5330";"4.5922";"14.7227"
"858.6330";"4.5927";"14.7244"
"858.7330";"4.5927";"14.7260"
"858.8330";"4.5921";"14.7277"
"858.9330";"4.5930";"14.7294"
"859.0330";"4.5927";"14.7310"
"859.1330";"4.5928";"14.7327"
"859.2330";"4.5937";"14.7344"
"859.3330";"4.5937";"14.7360"
"859.4330";"4.5942";"14.7377"
"859.5330";"4.5943";"14.7393"
"859.6330";"4.5952";"14.7410"
"859.7330";"4.5963";"14.7427"
"859.8330";"4.5968";"14.7443"
"859.9330";"4.5970";"14.7460"
"860.0330";"4.5984";"14.7477"
"860.1330";"4.5982";"14.7493"
"860.2330";"4.5992";"14.7511"
"860.3330";"4.5997";"14.7527"
"860.4330";"4.5997";"14.7543"
"860.5330";"4.6011";"14.7561"
"860.6330";"4.6009";"14.7577"
"860.7330";"4.6013";"14.7594"
"860.8330";"4.6025";"14.7611"
"860.9330";"4.6024";"14.7627"
"861.0330";"4.6036";"14.7644"
"861.1330";"4.6044";"14.7660"
"861.2330";"4.6051";"14.7677"
"861.3330";"4.6059";"14.7694"
"861.4330";"4.6066";"14.7710"
"861.5330";"4.6076";"14.7727"
"861.6330";"4.6081";"14.7744"
"861.7330";"4.6084";"14.7760"
"861.8330";"4.6089";"14.7777"
"861.9330";"4.6093";"14.7794"
"862.0330";"4.6095";"14.7810"
"862.1330";"4.6103";"14.7827"
"862.2330";"4.6100";"14.7843"
"862.3330";"4.6108";"14.7860"
"862.4330";"4.6112";"14.7877"
"862.5330";"4.6107";"14.7893"
"862.6330";"4.6118";"14.7910"
"862.7330";"4.6115";"14.7927"
"862.8330";"4.6112";"14.7943"
"862.9330";"4.6119";"14.7961"
"863.0330";"4.6121";"14.7977"
"863.1330";"4.6124";"14.7993"
"863.2330";"4.6126";"14.8011"
"863.3330";"4.6117";"14.8027"
"863.4330";"4.6121";"14.8044"
"863.5330";"4.6128";"14.8060"
"863.6330";"4.6126";"14.8077"
"863.7330";"4.6132";"14.8094"
"863.8330";"4.6126";"14.8110"
"863.9330";"4.6136";"14.8127"
"864.0330";"4.6135";"14.8144"
"864.1330";"4.6132";"14.8160"
"864.2330";"4.6142";"14.8177"
"864.3330";"4.6140";"14.8193"
